task_id,team,role,user_id,task_name,description,priority,expected_duration,created_at,completed_at,completion_time,duration_error
2559,Engineering,QA Engineer,164,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,10.0,2024-07-02 15:56:00,2024-07-08 09:07:11.444662,137.19,127.19
7251,Engineering,Frontend Engineer,34,Write frontend feature,Write frontend feature for engineering team by frontend engineer.,Low,8.0,2024-07-02 16:09:00,2024-07-04 09:30:59.153591,41.37,33.37
7017,Marketing,SEO Specialist,79,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,7.0,2024-07-02 16:13:00,2024-07-04 10:45:17.708728,42.54,35.54
8457,Marketing,Social Media Manager,129,Ad campaign optimization,Ad campaign optimization for marketing team by social media manager.,Medium,9.0,2024-07-02 16:27:00,2024-07-04 13:36:08.152876,45.15,36.15
9568,Engineering,Data Engineer,122,Integration testing,Integration testing for engineering team by data engineer.,Low,9.0,2024-07-02 16:34:00,2024-07-04 12:54:47.709685,44.35,35.35
5396,Customer Support,Support Agent,117,Respond to ticket,Respond to ticket for customer support team by support agent.,Low,3.0,2024-07-02 16:35:00,2024-07-03 12:57:57.247531,20.38,17.38
8346,Operations,Operations Associate,68,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,1.0,2024-07-02 16:42:00,2024-07-03 09:29:41.779833,16.79,15.79
6445,Operations,Logistics Coordinator,145,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,7.0,2024-07-02 16:47:00,2024-07-04 09:42:22.191448,40.92,33.92
9710,Engineering,QA Engineer,35,ETL batch debugging,ETL batch debugging for engineering team by qa engineer.,High,10.0,2024-07-02 16:51:00,2024-07-04 12:35:29.827601,43.74,33.74
322,Engineering,Data Engineer,37,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,10.0,2024-07-02 16:51:00,2024-07-04 09:54:46.203293,41.06,31.060000000000002
107,Engineering,Frontend Engineer,49,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,5.0,2024-07-02 16:53:00,2024-07-04 09:12:49.300114,40.33,35.33
2410,Finance,Accountant,37,Invoice processing,Invoice processing for finance team by accountant.,Low,8.0,2024-07-03 09:06:00,2024-07-04 12:33:10.655661,27.45,19.45
613,Engineering,QA Engineer,6,Database schema update,Database schema update for engineering team by qa engineer.,Medium,8.0,2024-07-03 09:14:00,2024-07-04 09:11:05.132005,23.95,15.95
6579,Engineering,QA Engineer,106,Database schema update,Database schema update for engineering team by qa engineer.,Medium,7.0,2024-07-03 09:18:00,2024-07-04 10:04:04.158333,24.77,17.77
2246,Engineering,QA Engineer,53,Database schema update,Database schema update for engineering team by qa engineer.,Medium,4.0,2024-07-03 09:28:00,2024-07-03 15:04:02.063167,5.6,1.5999999999999996
6825,Engineering,Backend Engineer,65,Write unit tests,Write unit tests for engineering team by backend engineer.,Low,9.0,2024-07-03 09:33:00,2024-07-04 12:50:26.501746,27.29,18.29
8337,Engineering,QA Engineer,127,Write frontend feature,Write frontend feature for engineering team by qa engineer.,Low,9.0,2024-07-03 09:40:00,2024-07-08 09:02:35.681218,119.38,110.38
3346,Finance,Accountant,174,Reconcile transactions,Reconcile transactions for finance team by accountant.,Low,2.0,2024-07-03 09:44:00,2024-07-03 13:39:25.591259,3.92,1.92
2976,Finance,Financial Analyst,2,Invoice processing,Invoice processing for finance team by financial analyst.,Low,8.0,2024-07-03 09:49:00,2024-07-04 11:58:17.752374,26.15,18.15
331,Engineering,Data Engineer,60,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,4.0,2024-07-03 09:51:00,2024-07-03 16:41:14.475265,6.84,2.84
4261,Engineering,Backend Engineer,106,Refactor UI component,Refactor UI component for engineering team by backend engineer.,Low,11.0,2024-07-03 09:58:00,2024-07-05 12:30:39.591514,50.54,39.54
6807,Customer Support,Support Agent,108,Resolve technical issue,Resolve technical issue for customer support team by support agent.,High,3.0,2024-07-03 10:03:00,2024-07-03 15:15:20.040088,5.21,2.21
1299,Marketing,Social Media Manager,82,Prepare campaign assets,Prepare campaign assets for marketing team by social media manager.,Medium,4.0,2024-07-03 10:11:00,2024-07-03 16:52:05.919050,6.68,2.6799999999999997
4222,Finance,Accountant,56,Prepare monthly report,Prepare monthly report for finance team by accountant.,Medium,8.0,2024-07-03 10:17:00,2024-07-04 14:07:07.945303,27.84,19.84
1141,Engineering,Data Engineer,136,Write frontend feature,Write frontend feature for engineering team by data engineer.,Low,10.0,2024-07-03 10:24:00,2024-07-04 15:51:53.920024,29.46,19.46
8289,Finance,Accountant,63,Variance analysis,Variance analysis for finance team by accountant.,Medium,8.0,2024-07-03 10:30:00,2024-07-04 11:53:30.412232,25.39,17.39
8135,Engineering,QA Engineer,131,Fix backend API bug,Fix backend API bug for engineering team by qa engineer.,High,5.0,2024-07-03 10:35:00,2024-07-03 16:21:09.865665,5.77,0.7699999999999996
3796,Engineering,Backend Engineer,182,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,9.0,2024-07-03 10:36:00,2024-07-04 11:48:12.502114,25.2,16.2
4258,Engineering,Data Engineer,20,Performance profiling,Performance profiling for engineering team by data engineer.,Low,3.0,2024-07-03 10:41:00,2024-07-04 10:13:42.028791,23.55,20.55
7641,Operations,Operations Associate,19,Inventory check,Inventory check for operations team by operations associate.,Low,4.0,2024-07-03 10:42:00,2024-07-04 10:03:27.470160,23.36,19.36
9083,Engineering,Backend Engineer,133,Integration testing,Integration testing for engineering team by backend engineer.,Low,5.0,2024-07-03 10:45:00,2024-07-04 10:21:17.514919,23.6,18.6
7926,Engineering,Frontend Engineer,91,Implement new endpoint,Implement new endpoint for engineering team by frontend engineer.,Low,11.0,2024-07-03 10:49:00,2024-07-05 15:23:42.933963,52.58,41.58
1092,Engineering,Frontend Engineer,45,Data pipeline monitoring,Data pipeline monitoring for engineering team by frontend engineer.,Low,10.0,2024-07-03 10:52:00,2024-07-04 13:11:26.267679,26.32,16.32
1054,Marketing,Content Writer,60,Email campaign setup,Email campaign setup for marketing team by content writer.,Medium,10.0,2024-07-03 10:54:00,2024-07-04 16:15:41.207775,29.36,19.36
2892,Operations,Logistics Coordinator,30,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,7.0,2024-07-03 11:00:00,2024-07-04 12:06:42.689993,25.11,18.11
5337,Finance,Accountant,108,Variance analysis,Variance analysis for finance team by accountant.,Medium,3.0,2024-07-03 11:05:00,2024-07-03 14:24:03.723757,3.32,0.31999999999999984
8469,Marketing,Content Writer,6,Landing page copy,Landing page copy for marketing team by content writer.,Low,10.0,2024-07-03 11:12:00,2024-07-05 11:33:45.597445,48.36,38.36
5797,Operations,Operations Associate,197,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,1.0,2024-07-03 11:22:00,2024-07-03 11:52:00.000000,0.5,-0.5
3548,Operations,Operations Associate,122,Vendor follow-up,Vendor follow-up for operations team by operations associate.,Low,8.0,2024-07-03 11:23:00,2024-07-04 12:31:55.950521,25.15,17.15
1062,Engineering,Backend Engineer,36,Fix backend API bug,Fix backend API bug for engineering team by backend engineer.,High,11.0,2024-07-03 11:36:00,2024-07-04 14:21:07.407839,26.75,15.75
1303,Engineering,Data Engineer,143,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,12.0,2024-07-03 11:50:00,2024-07-04 15:12:40.221377,27.38,15.379999999999999
8762,Engineering,Data Engineer,49,Integration testing,Integration testing for engineering team by data engineer.,Low,6.0,2024-07-03 11:50:00,2024-07-04 16:40:31.179177,28.84,22.84
375,Engineering,Backend Engineer,132,Write frontend feature,Write frontend feature for engineering team by backend engineer.,Low,9.0,2024-07-03 11:54:00,2024-07-04 14:23:36.891793,26.49,17.49
4458,Operations,Operations Associate,119,Resource planning,Resource planning for operations team by operations associate.,Medium,7.0,2024-07-03 11:59:00,2024-07-04 16:03:32.453231,28.08,21.08
4101,Engineering,Backend Engineer,180,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,11.0,2024-07-03 12:01:00,2024-07-05 09:16:46.502273,45.26,34.26
1330,Engineering,Data Engineer,69,Data pipeline monitoring,Data pipeline monitoring for engineering team by data engineer.,Low,8.0,2024-07-03 12:11:00,2024-07-04 16:18:48.269839,28.13,20.13
7647,Engineering,Data Engineer,32,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,7.0,2024-07-03 12:13:00,2024-07-04 09:56:02.959329,21.72,14.719999999999999
3064,Engineering,Frontend Engineer,82,Write unit tests,Write unit tests for engineering team by frontend engineer.,Low,10.0,2024-07-03 12:17:00,2024-07-05 09:14:44.434574,44.96,34.96
5111,Engineering,Data Engineer,111,Implement new endpoint,Implement new endpoint for engineering team by data engineer.,Low,9.0,2024-07-03 12:27:00,2024-07-04 16:54:11.335259,28.45,19.45
3327,Engineering,Frontend Engineer,1,Performance profiling,Performance profiling for engineering team by frontend engineer.,Low,4.0,2024-07-03 12:39:00,2024-07-04 09:16:58.719760,20.63,16.63
2864,Marketing,Content Writer,27,Keyword research,Keyword research for marketing team by content writer.,Low,5.0,2024-07-03 12:40:00,2024-07-04 14:15:50.813341,25.6,20.6
6762,Marketing,Content Writer,61,Landing page copy,Landing page copy for marketing team by content writer.,Low,5.0,2024-07-03 12:50:00,2024-07-04 10:46:49.120749,21.95,16.95
5413,Finance,Financial Analyst,75,Invoice processing,Invoice processing for finance team by financial analyst.,Low,5.0,2024-07-03 13:13:00,2024-07-04 13:33:27.641883,24.34,19.34
7364,Engineering,Backend Engineer,35,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,2.0,2024-07-03 13:13:00,2024-07-04 10:07:51.535005,20.91,18.91
8757,Operations,Operations Associate,179,Warehouse audit,Warehouse audit for operations team by operations associate.,Low,5.0,2024-07-03 13:17:00,2024-07-04 11:34:51.119066,22.3,17.3
7183,Engineering,QA Engineer,119,Integration testing,Integration testing for engineering team by qa engineer.,Low,11.0,2024-07-03 13:20:00,2024-07-05 16:03:33.657627,50.73,39.73
6155,Engineering,Backend Engineer,112,Integration testing,Integration testing for engineering team by backend engineer.,Low,11.0,2024-07-03 13:22:00,2024-07-05 11:31:44.561060,46.16,35.16
3561,Marketing,Content Writer,121,Landing page copy,Landing page copy for marketing team by content writer.,Low,4.0,2024-07-03 13:29:00,2024-07-04 10:22:51.199059,20.9,16.9
8818,Engineering,Backend Engineer,177,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,7.0,2024-07-03 13:48:00,2024-07-05 09:06:04.519246,43.3,36.3
5207,Finance,Financial Analyst,168,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,4.0,2024-07-03 13:49:00,2024-07-03 16:35:54.759990,2.78,-1.2200000000000002
6557,Engineering,Backend Engineer,157,Performance profiling,Performance profiling for engineering team by backend engineer.,Low,5.0,2024-07-03 13:49:00,2024-07-04 11:37:59.799473,21.82,16.82
7021,Operations,Operations Associate,87,Shipment scheduling,Shipment scheduling for operations team by operations associate.,Low,3.0,2024-07-03 13:59:00,2024-07-04 10:44:35.274739,20.76,17.76
2717,Marketing,Content Writer,27,Landing page copy,Landing page copy for marketing team by content writer.,Low,8.0,2024-07-03 14:07:00,2024-07-05 13:25:11.794671,47.3,39.3
2269,Operations,Logistics Coordinator,121,Vendor follow-up,Vendor follow-up for operations team by logistics coordinator.,Low,2.0,2024-07-03 14:22:00,2024-07-03 16:38:14.699690,2.27,0.27
7712,Engineering,QA Engineer,61,Performance profiling,Performance profiling for engineering team by qa engineer.,Low,5.0,2024-07-03 14:22:00,2024-07-04 13:04:03.818389,22.7,17.7
7997,Marketing,Social Media Manager,172,Schedule social posts,Schedule social posts for marketing team by social media manager.,Low,7.0,2024-07-03 14:49:00,2024-07-05 12:51:22.683240,46.04,39.04
9058,Finance,Accountant,40,Month-end close preparation,Month-end close preparation for finance team by accountant.,Medium,7.0,2024-07-03 15:04:00,2024-07-04 16:19:20.330823,25.26,18.26
4563,Operations,Logistics Coordinator,8,Resource planning,Resource planning for operations team by logistics coordinator.,Medium,5.0,2024-07-03 15:09:00,2024-07-04 12:02:38.305633,20.89,15.89
9979,Engineering,Data Engineer,54,Performance profiling,Performance profiling for engineering team by data engineer.,Low,12.0,2024-07-03 15:18:00,2024-07-08 09:04:30.791089,113.78,101.78
9492,Finance,Accountant,176,Create budget forecast,Create budget forecast for finance team by accountant.,Low,8.0,2024-07-03 15:25:00,2024-07-04 14:53:19.948286,23.47,15.469999999999999
1266,Operations,Logistics Coordinator,175,Shipment scheduling,Shipment scheduling for operations team by logistics coordinator.,Low,4.0,2024-07-03 15:31:00,2024-07-04 13:21:44.943030,21.85,17.85
6216,Operations,Logistics Coordinator,83,Process documentation,Process documentation for operations team by logistics coordinator.,Low,2.0,2024-07-03 15:43:00,2024-07-04 10:40:53.148564,18.96,16.96
9790,Engineering,QA Engineer,160,Write unit tests,Write unit tests for engineering team by qa engineer.,Low,3.0,2024-07-03 15:56:00,2024-07-04 13:17:20.141978,21.36,18.36
7499,Engineering,Frontend Engineer,120,Fix backend API bug,Fix backend API bug for engineering team by frontend engineer.,High,4.0,2024-07-03 16:06:00,2024-07-04 13:33:30.957395,21.46,17.46
5667,Finance,Financial Analyst,47,Invoice processing,Invoice processing for finance team by financial analyst.,Low,8.0,2024-07-03 16:10:00,2024-07-05 12:01:49.193372,43.86,35.86
7359,Engineering,Frontend Engineer,175,ETL batch debugging,ETL batch debugging for engineering team by frontend engineer.,High,11.0,2024-07-03 16:13:00,2024-07-05 10:12:14.096679,41.99,30.990000000000002
5784,Finance,Financial Analyst,36,Reconcile transactions,Reconcile transactions for finance team by financial analyst.,Low,3.0,2024-07-03 16:14:00,2024-07-04 13:13:36.368808,20.99,17.99
588,Marketing,SEO Specialist,100,Schedule social posts,Schedule social posts for marketing team by seo specialist.,Low,7.0,2024-07-03 16:16:00,2024-07-04 16:14:59.876392,23.98,16.98
2320,Engineering,QA Engineer,195,Data pipeline monitoring,Data pipeline monitoring for engineering team by qa engineer.,Low,2.0,2024-07-03 16:16:00,2024-07-04 11:44:51.437177,19.48,17.48
6531,Customer Support,Technical Support,50,Respond to ticket,Respond to ticket for customer support team by technical support.,Low,2.0,2024-07-03 16:17:00,2024-07-03 16:47:38.091649,0.51,-1.49
817,Engineering,Backend Engineer,171,ETL batch debugging,ETL batch debugging for engineering team by backend engineer.,High,12.0,2024-07-03 16:24:00,2024-07-05 14:48:24.749488,46.41,34.41
3386,Finance,Financial Analyst,17,Month-end close preparation,Month-end close preparation for finance team by financial analyst.,Medium,4.0,2024-07-03 16:27:00,2024-07-04 13:25:27.457594,20.97,16.97
3652,Finance,Financial Analyst,125,Create budget forecast,Create budget forecast for finance team by financial analyst.,Low,2.0,2024-07-03 16:27:00,2024-07-04 11:24:37.727274,18.96,16.96
7969,Engineering,Data Engineer,171,ETL batch debugging,ETL batch debugging for engineering team by data engineer.,High,7.0,2024-07-03 16:32:00,2024-07-04 14:58:36.412723,22.44,15.440000000000001
